date	author_id	text	likes	retweets	replies	clean_text	sentiment	confidence
2025-11-17 10:23:08+00:00	1422404851481280518	"- KPK Selidiki Pembebasan Lahan Proyek Kereta Cepat Whoosh
baca selengkapnya di https://t.co/gysvbvBZ4U https://t.co/ahPi2t2txw"	0	0	1	kpk selidiki pembebasan lahan proyek kereta cepat whoosh baca selengkapnya	neutral	0.8152784705162048
2025-11-17 10:12:27+00:00	162627606	@iwanfals Buat bayar bunga whoosh aja	0	0	0	buat bayar bunga whoosh aja	neutral	0.5947095155715942
2025-11-17 10:03:05+00:00	1349767675174535168	"@DedynurPalakka Bagaimana dengan data bahwa Whoosh itu rugi sekian triliun??!
Data sahih kan itu...
Siapa inisiasi nya?! Bisa diseret kan??! 

Jokowisme adalah sesat.
Tidak ada ajaran itu, aliran itu.
Bahkan dianggap setara Nabi.

Moral macam apa itu, belum mbahas kejadian di MK klo soal moral"	0	0	0	bagaimana data whoosh rugi sekian triliun data sahih kan siapa inisiasi nya diseret kan jokowisme sesat ajaran aliran bahkan dianggap setara nabi moral macam apa mbahas kejadian klo soal moral	negative	0.8511952757835388
2025-11-17 09:47:28+00:00	1885555382514507776	KAI optimistis dapat menjalankan instruksi Presiden Prabowo untuk memperpanjang rute kereta cepat hingga Banyuwangi. Dirut KAI Bobby Rasyidin menyebut okupansi Whoosh terus naik dan operasional stabil. Pemerintah masih menyiapkan skema penyelesaian utang KCIC, sementara negosiasi https://t.co/DGgWRHTaoF	0	0	0	kai optimistis menjalankan instruksi presiden prabowo memperpanjang rute kereta cepat hingga banyuwangi dirut kai bobby rasyidin menyebut okupansi whoosh terus naik operasional stabil pemerintah menyiapkan skema penyelesaian utang kcic negosiasi	positive	0.70307457447052
2025-11-17 09:47:09+00:00	2837811799	Bawa bawa whoosh yg emang lagi gak ada hubungannya samsek dengan whoosh gw mute, karna Highlight lo jadinya ngomongin whoosh...	0	0	0	bawa bawa whoosh emang gak hubungannya samsek whoosh mute karna highlight jadinya ngomongin whoosh	negative	0.6372326612472534
2025-11-17 09:44:06+00:00	4200694752	"Untuk menyeret Jokowi dlm kasus Whoosh, KPK tunggu lampu hijau dari Prabowo. Untuk eksekusi Silfester, Kejaksaan tunggu lampu hijau dari siapa??

Institusi Termul menyebabkan rusaknya tatanan hukum Indonesia. https://t.co/aCkQA56R6Z"	3	1	1	menyeret jokowi dlm kasus whoosh kpk tunggu lampu hijau prabowo eksekusi silfester kejaksaan tunggu lampu hijau siapa institusi termul menyebabkan rusaknya tatanan hukum indonesia	negative	0.8636032938957214
2025-11-17 09:41:44+00:00	1609925940599214086	"Menolak lupa: 
kcic tidak gunakan apbn, tidak ada jaminan dari pemerintah https://t.co/UEsQCOSUF7"	0	0	0	menolak lupa kcic gunakan apbn jaminan pemerintah	neutral	0.6686631441116333
2025-11-17 09:41:25+00:00	1114186502672502784	Merch tergokil, tdnya mau ganci kcic juga. cuman y mau awak gantung mana.. tas dah penuh 😭 https://t.co/2absH2ipoc	1	0	0	merch tergokil tdnya mau ganci kcic cuman mau awak gantung mana tas dah penuh	neutral	0.3408036530017853
2025-11-17 09:36:19+00:00	963751550	"@GNFI Berita tolol macam gini ternyata muncul juga klo kita buka google.
Kebanyakan orang komennya related dgn keberadaan KCIC.
Klo guwah mah komennya tu deu poin ajah.

LU KALAU NGEBOHONG JANGAN KELEWATAN...
LU PIKIR SAINDONESIA BODONYA SAMA KAYA TERMUL ??
https://t.co/mXBksIr73O"	0	0	0	berita tolol macam gini ternyata muncul klo buka google kebanyakan orang komennya related dgn keberadaan kcic klo guwah mah komennya deu poin ajah kalau ngebohong jangan kelewatan pikir saindonesia bodonya sama kaya termul	negative	0.8247929811477661
2025-11-17 09:33:59+00:00	1885555382514507776	Menteri Keuangan Purbaya Yudhi Sadewa menjelaskan perkembangan skema penyelesaian utang proyek kereta cepat Whoosh. Ia menyebut pembahasan terbaru mengarah pada pembagian peran antara pemerintah dan BPI Danantara. Kemenkeu kemungkinan hanya menangani infrastruktur seperti jalan https://t.co/bOV2t4pqGG	0	0	0	menteri keuangan purbaya yudhi sadewa menjelaskan perkembangan skema penyelesaian utang proyek kereta cepat whoosh menyebut pembahasan terbaru mengarah pembagian peran pemerintah bpi danantara kemenkeu kemungkinan menangani infrastruktur jalan	neutral	0.6163461804389954
2025-11-17 09:28:47+00:00	1941143540	"Nikah Siri dalam Kacamata Islam

#UmrahKeluarga #UmrahBersamaKeluarga #KHHafidzAbdurrahman #nikahsiri #senin #hariayah #bobibos #pahlawannasional #sman72 #zohranmamdani #whoosh #kpk #roysuryo https://t.co/TmNXRRDhxA"	0	0	0	nikah siri kacamata islam	neutral	0.5455254316329956
2025-11-17 09:28:10+00:00	1885555382514507776	komentar dari pengamat politik Jepang menyoroti kondisi KCIC Whoosh yang dinilai terus merugi. Data yang dibahas menyebut penggunaan harian jauh di bawah target, biaya operasional membengkak, dan stasiun yang dinilai kurang strategis membuat pendapatan sulit tercapai. Situasi ini https://t.co/lech1lQfpa	0	0	0	komentar pengamat politik jepang menyoroti kondisi kcic whoosh dinilai terus merugi data dibahas menyebut penggunaan harian jauh bawah target biaya operasional membengkak stasiun dinilai kurang strategis membuat pendapatan sulit tercapai situasi	negative	0.9183557629585266
2025-11-17 09:22:48+00:00	1223409418189987840	@mohmahfudmd Selama manusia2 korup di KPK dan Kapolrinya masih Jongos2nya Mulyono, mustahil kasus Korupsi jereta cepat Whoosh bakal berjalan dengan semestinya pak..Mereka para bajingsn itu ngga bakal berani, Ganti semua..itu baru bisa!!!	0	0	0	selama manusia korup kpk kapolrinya jongos nya mulyono mustahil kasus korupsi jereta cepat whoosh bakal berjalan semestinya pak bajingsn ngga bakal berani ganti semua baru	negative	0.824070930480957
2025-11-17 09:20:49+00:00	847372542830444544	"Bersaing dengan Kereta Cepat Whoosh, Begini Nasib KA Parahyangan

https://t.co/0baa3mGFrl"	0	0	0	bersaing kereta cepat whoosh begini nasib parahyangan	neutral	0.5087160468101501
2025-11-17 09:16:25+00:00	2946768709	"mkzs- Hai semua kalian masih cari wh ch? 
sini bisa banget pake wh @skyland_whoosh lagi open hc juga loh yukk buruan join
📍Tangerang
https://t.co/KDmENNzxnw"	0	0	0	mkzs hai semua kalian cari sini banget pake open loh yukk buruan join tangerang	neutral	0.6849023103713989
2025-11-17 09:02:16+00:00	178549834	@randomable_ Malah bikin whoosh 🙂‍↕️ jkw jkw	0	0	0	malah bikin whoosh jkw jkw	positive	0.6689562201499939
2025-11-17 09:01:33+00:00	45049631	@Rochman1974 @awikuchuz Cuci tangan...? Maksudnya whoosh, ikn...??? 😆😆😆	0	0	0	cuci tangan maksudnya whoosh ikn	neutral	0.4638475179672241
2025-11-17 08:59:57+00:00	1945366720954425344	"Cina gak rugi apa2. Yg rugi Indonesia. Apa ruginya Cina? Apa iya Cina merasa rugi? Ada sejumlah analisis yang mengkhawatirkan bahwa Cina memaksakan proyek kereta cepat ini untuk mendapatkan barter Pulau/Kepulauan Natuna 
#AdiliJokowiGibran 
#AdiliJokowiGibran https://t.co/pOxfJ6h21X https://t.co/ydgEUDAUYe"	12	5	1	cina gak rugi apa rugi indonesia apa ruginya cina apa iya cina merasa rugi sejumlah analisis mengkhawatirkan cina memaksakan proyek kereta cepat mendapatkan barter pulau kepulauan natuna	negative	0.8612765669822693
2025-11-17 08:51:12+00:00	1037959976520626176	@semurbetawi_ Mungkin whoosh bisa dipasang disini kak	0	0	1	mungkin whoosh dipasang disini kak	neutral	0.7886077165603638
2025-11-17 08:51:05+00:00	1604184554415493120	"..dari pada peyan jadi pahlawan bayarin hutangnya whoosh sekian ratus triliun, lebih pantas peyan jadi pahlawan buat anak bangsa. bangun infrastruktur di pelosok negeri demi mereka.
..tanggung jawab kok ke hutangnya bajingan tolol itu? kenapa bukan ke rakyat?

@prabowo 
@Gerindra https://t.co/yuoNbz2NlC"	0	0	0	peyan jadi pahlawan bayarin hutangnya whoosh sekian ratus triliun lebih pantas peyan jadi pahlawan buat anak bangsa bangun infrastruktur pelosok negeri tanggung jawab kok hutangnya bajingan tolol bukan rakyat	negative	0.6810404658317566
2025-11-17 08:50:05+00:00	1985217320558678016	"Lihat video lina! #TikTok https://t.co/lwp9qxtNwp

Anak anak saya pasti ikut jejak saya ga mungkin ikut jejak whoosh"	0	0	0	lihat video lina anak anak ikut jejak mungkin ikut jejak whoosh	positive	0.6125633716583252
2025-11-17 08:46:55+00:00	1737058663662231552	@yusufgunawan @teddykusumaw81 @PemkotMalang @KAI121 @EmilDardak @infomalang @Malangraya_info Akeh sing rusak &amp; bahaya ndek endi2, koyok ndek Kebalen &amp; Fly over Kotalama, mungkin anggaran biaya perbaikan e wes kesedot gae bayar utang Whoosh 😄	0	0	0	akeh sing rusak amp bahaya ndek endi koyok ndek kebalen amp fly over kotalama mungkin anggaran biaya perbaikan wes kesedot gae bayar utang whoosh	negative	0.6074414253234863
2025-11-17 08:34:55+00:00	1165864549	Sebelum mamah bapa gak ada cuma pengen ngajak mereka nyobain kereta cepat, LRT, MRT, jalan-jalan di Jakarta. Lihat monas, shalat di istiqlal. Bismillah goals taun depan deh.	0	0	1	mamah bapa gak cuma pengen ngajak nyobain kereta cepat lrt mrt jalan jalan jakarta lihat monas shalat istiqlal bismillah goals taun depan deh	positive	0.49470943212509155
2025-11-17 08:27:03+00:00	214299051	"JAKARTA - BANDUNG MENIKMATI KERETA WHOOSH

Stasiun Halim Jakarta buka loket dari jam 05.30 WIB
Tarif Jakarta Bandung Rp250.000/orang ekonomi
Waktu tempuh saat ini 45 menit Halim - Tegalluar
Stasiun Whoosh saat ini :

Halim - Karawang - Padalarang - Tegalluar https://t.co/qFvslFXUAm"	0	0	0	jakarta bandung menikmati kereta whoosh stasiun halim jakarta buka loket jam wib tarif jakarta bandung orang ekonomi waktu tempuh menit halim tegalluar stasiun whoosh halim karawang padalarang tegalluar	neutral	0.8967848420143127
2025-11-17 08:26:43+00:00	1119586774710284294	padahal lebih enak beli dadakan pas nyampe kcic trus cetak di mesin :(	0	0	0	padahal lebih enak beli dadakan pas nyampe kcic trus cetak mesin	negative	0.7362751960754395
2025-11-17 08:26:11+00:00	1119586774710284294	eh?! kenapa sekarang whoosh gabisa beli pake mesin siiiiikkkk???? kenapa harus full dialihin digitalisasi?	0	0	1	sekarang whoosh gabisa beli pake mesin siiiiikkkk full dialihin digitalisasi	negative	0.7889955639839172
2025-11-17 08:18:42+00:00	1090439964683231232	@txtdrimedia daripada mematikan peternakan lokal, mending buat bayar itu utang whoosh, kayanya danantara isinya orang2 kebelet korup biar pas ditinggal mati, dia masuk nerakanya bareng2 sama anak cucu	2	0	1	mematikan peternakan lokal mending buat bayar utang whoosh kayanya danantara isinya orang kebelet korup biar pas ditinggal mati masuk nerakanya bareng sama anak cucu	negative	0.8779035210609436
2025-11-17 08:18:23+00:00	1550848018185797634	@bronispait @havisman @ferrykoto @jokowi Ya jangan dong, whoosh kan proyek dan ambisi geng solo. Biar saja mrk yg selesaikan. APBN cuma buat kemaslahatan rakyat seluruh Indonesia, seperti perbaikan jalan² negara agar anak² dan guru² sekolah tidak celaka. Banyak kaannn videonya? RI7 cuek, semoga RI8 tidak	0	0	0	jangan dong whoosh kan proyek ambisi geng solo biar mrk selesaikan apbn cuma buat kemaslahatan rakyat seluruh indonesia perbaikan jalan negara anak guru sekolah celaka banyak kaannn videonya cuek semoga	negative	0.5942065715789795
2025-11-17 08:13:54+00:00	1327592034815811584	"@AgusSud22579681 Ya berarti fix jokowi itu idiot kalo ngikutin kemauan kalian

Justru tiroris akan semakin punya senjata sampai 2029
""Kami udah liat kok ternyata palsu""
Hakimnya ya tiroris sendiri

Dahlah mending AHY fokus berprestasi aja segera bikin feasibility study kereta cepat sd Banyuwangi"	0	0	0	berarti fix jokowi idiot kalo ngikutin kemauan kalian justru tiroris semakin punya senjata udah liat kok ternyata palsu hakimnya tiroris sendiri dahlah mending ahy fokus berprestasi aja segera bikin feasibility study kereta cepat banyuwangi	negative	0.6514711976051331
2025-11-17 08:09:25+00:00	1245999940637044736	@BrownisMatcha_ cukup tapi jgn naik whoosh PP, travel aja yg 100an	0	0	0	cukup jgn naik whoosh travel aja	neutral	0.766861617565155
2025-11-17 08:05:01+00:00	103551225	"Mantan Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam), Mahfud MD,  memberi pesan khusus untuk Menteri Keuangan, Purbaya Yudhi Sadewa.

https://t.co/KJNVyVx4YN"	0	0	0	mantan menteri koordinator bidang politik hukum keamanan menko polhukam mahfud memberi pesan khusus menteri keuangan purbaya yudhi sadewa	neutral	0.7042875289916992
2025-11-17 08:03:31+00:00	1475097258278354946	@casajoye iyaa plss mahal bgt buat bayar utang whoosh pasti	0	0	0	iyaa plss mahal bgt buat bayar utang whoosh	negative	0.6676570773124695
2025-11-17 08:02:04+00:00	54161214	"Preman, asli!

https://t.co/mVkMeeFjin"	0	0	0	preman asli	negative	0.6053492426872253
2025-11-17 07:57:55+00:00	78189023	@zhil_arf padahal china juga seperti ini, bedanya, gak langsung kereta cepat, atau bandara megah, tetapi kereta perkotaan dulu, meskipun belum ada penduduk disiapin infranya	0	0	0	padahal china bedanya gak langsung kereta cepat bandara megah kereta perkotaan dulu meskipun penduduk disiapin infranya	neutral	0.5158249735832214
2025-11-17 07:52:52+00:00	1729126337695338496	"Proses Hukum Tetap tidak ada Toleransi ansi ☺️

Prabowo Tanggung Utang Whoosh Tak Bisa Stop Kasus, Mahfud: Dibayar Bukan Berarti Nggak Ada Korupsi https://t.co/avUuhWTdrZ"	0	0	0	proses hukum tetap toleransi ansi prabowo tanggung utang whoosh tak stop kasus mahfud dibayar bukan berarti korupsi	negative	0.5432248711585999
2025-11-17 07:43:49+00:00	1317750858256240640	"@amyoramore @mohmahfudmd Kcic itu BUKAN BUMN, jd gk bs diklaim milik negara. Negara mana? China? Komut kcic WNA china, direksinya jg ada yg WNA China 🤣

Milik negara mana? Kocak"	0	0	0	kcic bukan bumn diklaim milik negara negara mana china komut kcic wna china direksinya wna china milik negara mana kocak	negative	0.7975291013717651
2025-11-17 07:38:29+00:00	1317750858256240640	"@amyoramore @mohmahfudmd Milik bumn. Cm buat paan? Kcic ruginya 7T th 2024. Th ini jg bakal rugi 5-6T

🤣🤣🤣"	0	0	0	milik bumn buat paan kcic ruginya bakal rugi	negative	0.7177414894104004
2025-11-17 07:33:09+00:00	1590569381985386496	@ardisatriawan Kalo benar, ga butuh whoosh donk? ^_^	0	0	0	kalo benar butuh whoosh donk	positive	0.46444249153137207
2025-11-17 07:23:26+00:00	36321448	"@Darmaningtyas Bahkan kalopun Pemerintah ngga bangun kereta cepat, apa jalanan daerah otomatis mulus kalo Pemdanya lemot? Apa otomatis dana kereta cepat dari Chinanya ada? Dana awalnya kan ada karena buat kereta. 

Bahkan MRT Jakarta, Trans Jakarta, kan inisiatif Gubernurnya."	0	0	0	bahkan kalopun pemerintah ngga bangun kereta cepat apa jalanan daerah otomatis mulus kalo pemdanya lemot apa otomatis dana kereta cepat chinanya dana awalnya kan buat kereta bahkan mrt jakarta trans jakarta kan inisiatif gubernurnya	negative	0.5989330410957336
2025-11-17 07:12:49+00:00	1623966684754374662	Bos KAI Yakin Kereta Cepat Whoosh akan Sampai ke Banyuwangi https://t.co/s1zIBNAGfW	0	0	0	bos kai yakin kereta cepat whoosh banyuwangi	neutral	0.7171322107315063
2025-11-17 07:11:55+00:00	155456716	"BUMN mana saja yang dimaksud? Apakah gara-gara utang Whoosh, BUMN ini bisa boncos? Lalu, bagaimana detail kerugiannya? #Ekonomi #AdadiKompas

https://t.co/2jfLfJlq3U"	0	0	0	bumn mana dimaksud gara gara utang whoosh bumn boncos lalu bagaimana detail kerugiannya	negative	0.5911233425140381
2025-11-17 07:03:58+00:00	1132550652591132673	"Whoosh ~ 
*yg lain dah di depan awikwok https://t.co/lwgvC0diks"	34	0	1	whoosh dah depan awikwok	positive	0.5288721919059753
2025-11-17 07:01:41+00:00	771030588	"BUMN mana saja yang dimaksud? Apakah gara-gara utang Whoosh, BUMN ini bisa boncos? Lalu, bagaimana detail kerugiannya? #Ekonomi #AdadiKompas  
  
https://t.co/nVkaK6Pcge"	0	0	0	bumn mana dimaksud gara gara utang whoosh bumn boncos lalu bagaimana detail kerugiannya	negative	0.5813948512077332
2025-11-17 06:59:30+00:00	255866913	"BUMN mana saja yang dimaksud? Apakah gara-gara utang Whoosh, BUMN ini bisa boncos? Lalu, bagaimana detail kerugiannya? #Ekonomi #AdadiKompas

https://t.co/tgEzHhvwpU"	1	1	0	bumn mana dimaksud gara gara utang whoosh bumn boncos lalu bagaimana detail kerugiannya	negative	0.5786172747612
2025-11-17 06:56:57+00:00	794509735282102272	"Dari pada rencana memperpanjang Kereta Cepat WHOOSH.
Pemerintah pusat dan Pemda sebaiknya memperhatikan sarana jalan raya yg parah seperti ini.
-
Dua pelajar SMA di Mahakam Ulu, Kalimantan Timur, terjatuh dijalan yg berlumpur &amp; berjuang menggapai cita-citanya utk masa depan.😓😓 https://t.co/ur35TUYTXt"	12	6	2	rencana memperpanjang kereta cepat whoosh pemerintah pusat pemda sebaiknya memperhatikan sarana jalan raya parah pelajar sma mahakam ulu kalimantan timur terjatuh dijalan berlumpur amp berjuang menggapai cita citanya utk masa depan	neutral	0.36822348833084106
2025-11-17 06:54:47+00:00	1888150178336808960	@03__nakula Pindahkan whoosh aja kesana...	0	0	0	pindahkan whoosh aja kesana	neutral	0.47320589423179626
2025-11-17 06:48:34+00:00	1159689173340585984	"Memulihkan nama baik Drs. Ir. Joko ""Whoosh""  Widodo, itu sama seperti;

memaksa anak sulungnya yg adalah Wapres Fufufafa • bisa lolos seleksi masuk SMA Pradita Dirgantara yg berlokasi di komplek Bandara Adi Soemarmo • Boyolali Jateng, atau lolos seleksi masuk SMA Kolese De https://t.co/33DiDFR2Vh"	149	47	17	memulihkan nama baik drs joko whoosh widodo sama memaksa anak sulungnya wapres fufufafa lolos seleksi masuk sma pradita dirgantara berlokasi komplek bandara adi soemarmo boyolali jateng lolos seleksi masuk sma kolese	positive	0.5633465647697449
2025-11-17 06:43:32+00:00	1450818985503571969	"*Gibran RI-2 dan Whoosh: Cermin Publik yang Menolak, tapi Tetap Membiarkan*
 https://t.co/55IQyikRi6"	0	0	0	gibran whoosh cermin publik menolak tetap membiarkan	neutral	0.6429453492164612
2025-11-17 06:36:30+00:00	938664737369341952	Bayar utang kereta cepat pakai APBN, tidak pakai dana dari BUMN krn banyak yg merugi. https://t.co/AgevtKLf0f	1	1	0	bayar utang kereta cepat pakai apbn pakai dana bumn krn banyak merugi	negative	0.6534481644630432
2025-11-17 06:34:15+00:00	1284263730411212800	"@ilumeyis @Jawirgnat ""Ngebegal investor dari china""
Ke
""Industri game""
Ke
""Kereta cepat""
😂😂"	0	0	1	ngebegal investor china industri game kereta cepat	neutral	0.5952770113945007
2025-11-17 06:30:38+00:00	1750687792882147329	@tempodotco Tumben, angle berita gak menarik soal Whoosh bersaing dgn angkutan lain	0	0	0	tumben angle berita gak menarik soal whoosh bersaing dgn angkutan	negative	0.9061914682388306
2025-11-17 06:25:51+00:00	1630426813317906436	"@imeeeemm @Madmen_wisdom @RezaUnscripted Tidak semua keputusan itu dari pusat.
Ada baiknya sampah itu dikelola dan cara kelolanya oleh Pemkot/Pemkab.
Kalau whoosh itu lintas kota dan provinsi, kewenangan harus dari pusat."	0	0	0	semua keputusan pusat baiknya sampah dikelola cara kelolanya pemkot pemkab kalau whoosh lintas kota provinsi kewenangan pusat	neutral	0.5373910665512085
2025-11-17 06:21:55+00:00	1720665183188922368	@wahyukencono @tempodotco Menkeu Purbaya ngotot ikut negosiasi utang Whoosh karena ingin memastikan mekanisme pembayaran dibahas secara transparan dan komprehensif agar keuangan negara tidak rugi besar. Sebagai Menteri Keuangan, ia memiliki wewenang atas perjanjian hutang bernilai fantastis yang	0	0	0	menkeu purbaya ngotot ikut negosiasi utang whoosh memastikan mekanisme pembayaran dibahas transparan komprehensif keuangan negara rugi besar menteri keuangan memiliki wewenang atas perjanjian hutang bernilai fantastis	positive	0.4301479756832123
2025-11-17 06:20:11+00:00	1237276167435997184	@randomable_ Apa kata Dunia Luar ???!  Punya Kereta Cepat, bisa bangun jln Tol ribuan km, tp masih ada jalan berlumpur...!?	0	0	0	apa kata dunia luar punya kereta cepat bangun jln tol ribuan jalan berlumpur	negative	0.5493916869163513
2025-11-17 06:18:22+00:00	1720665183188922368	@wahyukencono @tempodotco Belum ada rencana menggunakan APBN untuk bayar utang Whoosh, karena Menkeu Purbaya tegas menolaknya agar keuangan negara tak terbebani. Ia prioritaskan restrukturisasi melalui negosiasi kreatif dengan China, dengan Danantara sebagai entitas utama penanggung. Keputusan akhir	0	0	1	rencana menggunakan apbn bayar utang whoosh menkeu purbaya tegas menolaknya keuangan negara tak terbebani prioritaskan restrukturisasi melalui negosiasi kreatif china danantara entitas utama penanggung keputusan akhir	neutral	0.4697181284427643
2025-11-17 06:17:04+00:00	1720665183188922368	@wahyukencono @tempodotco Pernyataan Menkeu Purbaya Yudhi Sadewa itu disampaikan sekitar 11 November 2025, seperti dilaporkan CNBC Indonesia saat ia berharap ikut tim ke China untuk negosiasi utang Whoosh. Laporan https://t.co/qloLQt0VQt pada 15 November mengonfirmasi keinginannya agar keuangan negara tak	0	0	1	pernyataan menkeu purbaya yudhi sadewa disampaikan november dilaporkan cnbc indonesia berharap ikut tim china negosiasi utang whoosh laporan november mengonfirmasi keinginannya keuangan negara tak	neutral	0.6564317345619202
2025-11-17 06:17:00+00:00	1408757958389878787	Itu dia bedah tuntas kita soal pembagian tugas Whoosh dan analisis logical fallacy di balik argumen finansialnya. Intinya, kita harus jeli dan nggak gampang ketipu framing data atau pengalihan isu yang ada. Semoga penjelasan ini nambah wawasan kamu ya! https://t.co/omizL0NtyS	0	0	1	bedah tuntas soal pembagian tugas whoosh analisis logical fallacy balik argumen finansialnya intinya jeli gampang ketipu framing data pengalihan isu semoga penjelasan nambah wawasan kamu	positive	0.4432922899723053
2025-11-17 06:07:19+00:00	2862109627	@alexanderdrspan Hahaha mangkanya. Cikunir ampe Sadang mah mana kerasa itu. Ibarat mirip2 lah kek rencana kereta 1,5 jam Jakarta-Bandung. Inimah maksud hati jelekin Whoosh (walau Whoosh juga ga sedikit yang perlu dikritisi) tapi pinteran dikit ajalah. Keknya rada gamungkin aja. N berita besar2in	1	0	0	hahaha mangkanya cikunir ampe sadang mah mana kerasa ibarat mirip lah kek rencana kereta jam jakarta bandung inimah maksud hati jelekin whoosh whoosh sedikit perlu dikritisi pinteran dikit ajalah keknya rada gamungkin aja berita besar	negative	0.4516969621181488
2025-11-17 06:07:01+00:00	1406678838629736449	"@BrownisMatcha_ Bisaaa
Tapi ada beberapa yg di press.. kayak misalnya transportnya naik kreta aja, atau pulangnya naik travel. Jadi sisanya bisa buat hotel sama mam enak ✨
Whoosh itu kan skitar 350-250."	0	0	0	bisaaa beberapa press kayak misalnya transportnya naik kreta aja pulangnya naik travel jadi sisanya buat hotel sama mam enak whoosh kan skitar	positive	0.5398157835006714
2025-11-17 06:04:14+00:00	1580865404141940736	@randomable_ Mana kereta cepat?? Ayo dibangun disini, biar jadi loncatan teknologi, dr lumpur ke supersonik sekalian.	0	0	0	mana kereta cepat ayo dibangun disini biar jadi loncatan teknologi lumpur supersonik sekalian	neutral	0.43477895855903625
